BBH_score_clustered,BBH_se,BBH_nsubtasks,MUSR_score_clustered,MUSR_se,MUSR_nsubtasks,model
0.49736683240887,0.0062756299533689155,24,0.43009375,0.01734919249397606,3,Azure99/Blossom-V6-7B
0.5954545257004672,0.00601331875409386,24,0.40199999999999997,0.01742351469932281,3,Azure99/blossom-v5-32b
0.41849091970872615,0.006242906134728786,24,0.36702083333333335,0.01709816201814316,3,Azure99/blossom-v5-llama3-8b
0.610911009661116,0.006021625219843714,24,0.39279166666666665,0.01727852991493606,3,Azure99/blossom-v5.1-34b
0.5343292377916368,0.006228509214121081,24,0.39939583333333334,0.017373836649439808,3,Azure99/blossom-v5.1-9b
0.5979459664230056,0.0061960520717404596,24,0.39657291666666666,0.01731627784129353,3,BAAI/Gemma2-9B-IT-Simpo-Infinity-Preference
0.6641614484348596,0.005839056719946314,24,0.45226041666666666,0.017672757589581724,3,BAAI/Infinity-Instruct-3M-0613-Llama3-70B
0.49582333763258896,0.006266730283872947,24,0.4350833333333333,0.017635508424045977,3,BAAI/Infinity-Instruct-3M-0613-Mistral-7B
0.6670337872930245,0.005777922204254922,24,0.46165625000000005,0.017595284356465426,3,BAAI/Infinity-Instruct-3M-0625-Llama3-70B
0.4954985723563076,0.006249248413020717,24,0.37120833333333336,0.017032484851495416,3,BAAI/Infinity-Instruct-3M-0625-Llama3-8B
0.4939670574681802,0.006260621063428925,24,0.42723958333333334,0.017525090635804475,3,BAAI/Infinity-Instruct-3M-0625-Mistral-7B
0.5345911997776569,0.006261938347003611,24,0.38876041666666666,0.01730077043927006,3,BAAI/Infinity-Instruct-3M-0625-Qwen2-7B
0.5509115146247398,0.006253330920567752,24,0.45753125,0.017751411082603145,3,BAAI/Infinity-Instruct-3M-0625-Yi-1.5-9B
0.5077335431381055,0.0062039354226393825,24,0.35784375,0.016861400341309354,3,BAAI/Infinity-Instruct-7M-0729-Llama3_1-8B
0.4963813586525743,0.006267435072600555,24,0.4061875,0.017198798631729673,3,BAAI/Infinity-Instruct-7M-0729-mistral-7B
0.6695200461367471,0.005733047974444695,24,0.45390625,0.017461421042360665,3,BAAI/Infinity-Instruct-7M-Gen-Llama3_1-70B
0.5077335431381055,0.0062039354226393825,24,0.35784375,0.016861400341309354,3,BAAI/Infinity-Instruct-7M-Gen-Llama3_1-8B
0.4963813586525743,0.006267435072600555,24,0.4061875,0.017198798631729673,3,BAAI/Infinity-Instruct-7M-Gen-mistral-7B
0.35512244194976045,0.006090019347949178,24,0.3233020833333333,0.01625549719468535,3,BAAI/OPI-Llama-3.1-8B-Instruct
0.4626364190575274,0.006205686387803438,24,0.36540625,0.017085156112992047,3,BEE-spoke-data/Meta-Llama-3-8Bee
0.3017560771912554,0.00580797576135408,24,0.3712708333333334,0.017115443580776674,3,BEE-spoke-data/smol_llama-101M-GQA
0.2929051716451059,0.005758543403040132,24,0.4367604166666667,0.017348986729006522,3,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu
0.3031673138870895,0.005776607608707229,24,0.405875,0.017531949742378882,3,BEE-spoke-data/smol_llama-220M-GQA
0.3027519140192772,0.005763439116055168,24,0.3847291666666666,0.01721054098851374,3,BEE-spoke-data/smol_llama-220M-openhermes
0.31377863044975923,0.005747490770639555,24,0.43927083333333333,0.017466624953894276,3,BEE-spoke-data/tFINE-900m-e16-d32-flan-infinity-instruct-7m-T2T_en-1024
0.30280434847620613,0.005727765606404298,24,0.3724166666666667,0.017313756884481127,3,BEE-spoke-data/tFINE-900m-e16-d32-flan
0.31345674638809023,0.005727202027157958,24,0.42069791666666667,0.017432705654163185,3,BEE-spoke-data/tFINE-900m-e16-d32-instruct_2e
0.30220933767045094,0.005805514305643128,24,0.3408541666666667,0.01678130359958713,3,BEE-spoke-data/tFINE-900m-instruct-orpo
0.3851324290080956,0.0060877045118699945,24,0.41343749999999996,0.017578303906257815,3,BSC-LT/salamandra-7b-instruct
0.3516612209885983,0.005922920987196789,24,0.35009375000000004,0.016903968336488738,3,BSC-LT/salamandra-7b
0.5514558259029191,0.006164456356696084,24,0.40692708333333333,0.017447100829447757,3,Ba2han/Llama-Phi-3_DoRA
0.727311411382245,0.00539927149165474,24,0.4206666666666667,0.017383310651271945,3,BenevolenceMessiah/Qwen2.5-72B-2x-Instruct-TIES-v1.0
0.4908666248538678,0.006330177813897085,24,0.4079791666666666,0.01762409906244053,3,BenevolenceMessiah/Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0
0.511087946253543,0.006281208113910535,24,0.4075729166666667,0.01752630393859807,3,BlackBeenie/Bloslain-8B-v0.2
0.4787448361604986,0.00627546759252034,24,0.36181250000000004,0.016904736875208045,3,BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.1
0.3453848032699584,0.006009560135730469,24,0.37781249999999994,0.017361459760063248,3,BlackBeenie/Llama-3.1-8B-pythonic-passthrough-merge
0.5502975126048852,0.0063015849986783065,24,0.36175,0.01692928310241328,3,BlackBeenie/Neos-Gemma-2-9b
0.4424998411442879,0.006290830485168606,24,0.3749895833333334,0.01720112571658507,3,BlackBeenie/Neos-Llama-3.1-8B
0.29303397468240516,0.0057668851517560064,24,0.34990625000000003,0.016925745973507166,3,BlackBeenie/Neos-Llama-3.1-base
0.6211931530444463,0.005912866807640265,24,0.41254166666666664,0.017437009930513395,3,BlackBeenie/Neos-Phi-3-14B-v0.1
0.5153924501559337,0.006382069673898434,24,0.4148958333333333,0.017550542175934207,3,BlackBeenie/llama-3-luminous-merged
0.5213365363748029,0.006266756671192456,24,0.44062500000000004,0.017665615178809175,3,BlackBeenie/llama-3.1-8B-Galore-openassistant-guanaco
0.42930745041520607,0.006321155247454642,24,0.3833958333333333,0.017242661335617672,3,Bllossom/llama-3.2-Korean-Bllossom-AICA-5B
0.5435097438362475,0.006325681101037844,24,0.42121875,0.017297242753816028,3,BoltMonkey/DreadMix
0.5151987922850447,0.00634523275612167,24,0.401875,0.017196225777820706,3,BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated
0.5286196012035721,0.0063453383149088315,24,0.39768749999999997,0.01730341809647019,3,BoltMonkey/SuperNeuralDreadDevil-8b
0.29117781029884354,0.005720261332267418,24,0.35753125,0.01706547391592466,3,BrainWave-ML/llama3.2-3B-maths-orpo
0.3776161299730549,0.006087425006035317,24,0.32897916666666666,0.016426252214751146,3,BramVanroy/GEITje-7B-ultra
0.4149753717401999,0.006216178759781398,24,0.3527604166666667,0.01683370948872065,3,BramVanroy/fietje-2-chat
0.41360714173029817,0.006207311010089369,24,0.3369166666666667,0.016474843882215717,3,BramVanroy/fietje-2-instruct
0.40356695178386187,0.006190993836854033,24,0.3695625,0.017206261770086755,3,BramVanroy/fietje-2
